termCode,termExtendedName,termScopeNote
A074E,39 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 39 % (weight/weight)"
A074F,40 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 40 % (weight/weight)"
A074G,41 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 41 % (weight/weight)"
A074H,42 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 42 % (weight/weight)"
A074J,43 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 43 % (weight/weight)"
A074K,44 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 44 % (weight/weight)"
A074L,45 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 45 % (weight/weight)"
A074M,46 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 46 % (weight/weight)"
A074N,47 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 47 % (weight/weight)"
A074P,48 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 48 % (weight/weight)"
A074Q,49 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 49 % (weight/weight)"
A074R,50 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 50 % (weight/weight)"
A074S,51 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 51 % (weight/weight)"
A074T,52 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 52 % (weight/weight)"
A074V,53 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 53 % (weight/weight)"
A074X,54 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 54 % (weight/weight)"
A074Y,55 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 55 % (weight/weight)"
A074Z,56 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 56 % (weight/weight)"
A075A,57 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 57 % (weight/weight)"
A075B,58 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 58 % (weight/weight)"
A075C,59 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 59 % (weight/weight)"
A075D,60 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 60 % (weight/weight)"
A075E,61 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 61 % (weight/weight)"
A075F,62 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 62 % (weight/weight)"
A075G,63 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 63 % (weight/weight)"
A075H,64 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 64 % (weight/weight)"
A075J,65 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 65 % (weight/weight)"
A075K,66 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 66 % (weight/weight)"
A075L,67 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 67 % (weight/weight)"
A075M,68 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 68 % (weight/weight)"
A075N,69 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 69 % (weight/weight)"
A075P,70 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 70 % (weight/weight)"
A075Q,71 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 71 % (weight/weight)"
A075R,72 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 72 % (weight/weight)"
A075S,73 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 73 % (weight/weight)"
A075T,74 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 74 % (weight/weight)"
A075V,75 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 75 % (weight/weight)"
A075X,76 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 76 % (weight/weight)"
A075Y,77 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 77 % (weight/weight)"
A075Z,78 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 78 % (weight/weight)"
A076A,79 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 79 % (weight/weight)"
A076B,80 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 80 % (weight/weight)"
A076C,81 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 81 % (weight/weight)"
A076D,82 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 82 % (weight/weight)"
A076E,83 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 83 % (weight/weight)"
A076F,84 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 84 % (weight/weight)"
A076G,85 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 85 % (weight/weight)"
A076H,86 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 86 % (weight/weight)"
A076J,87 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 87 % (weight/weight)"
A076K,88 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 88 % (weight/weight)"
A076L,89 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 89 % (weight/weight)"
A076M,90 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 90 % (weight/weight)"
A076N,91 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 91 % (weight/weight)"
A076P,92 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 92 % (weight/weight)"
A076Q,93 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 93 % (weight/weight)"
A076R,94 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 94 % (weight/weight)"
A076S,95 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 95 % (weight/weight)"
A076T,96 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 96 % (weight/weight)"
A076V,97 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 97 % (weight/weight)"
A076X,98 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 98 % (weight/weight)"
A076Y,99 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 99 % (weight/weight)"
A076Z,100 % fat,"The food item has a fat content which, when rounded with the standard rules of rounding, equals 100 % (weight/weight)"
A077A,Full fat,"The food item has all the natural (or average expected )fat content (for milk, at least the value defined in legislation, when available). In the case of cheese, the fat on the dry matter is 45-60%"
